ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
"10239","46","73.92","4","3400.32","2004-04-12","Shipped","2","4","2004","Classic Cars","77","S18_1889","Oulu Toy Supplies, Inc.","981-443655","Torikatu 38",\N,"Oulu",\N,"90110","Finland","EMEA","Koskitalo","Pirkko","Medium"
"10253","23","83.93","9","1930.39","2004-06-01","Cancelled","2","6","2004","Classic Cars","77","S18_1889","UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",\N,"Liverpool",\N,"WX1 6LT","UK","EMEA","Devon","Elizabeth","Small"
"10266","33","74.69","10","2464.77","2004-07-06","Shipped","3","7","2004","Classic Cars","77","S18_1889","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Small"
"10278","29","90.86","10","2634.94","2004-08-06","Shipped","3","8","2004","Classic Cars","77","S18_1889","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10287","44","82.39","8","3625.16","2004-08-30","Shipped","3","8","2004","Classic Cars","77","S18_1889","Vida Sport, Ltd","0897-034555","Grenzacherweg 237",\N,"Gensve",\N,"1203","Switzerland","EMEA","Holz","Michael","Medium"
"10405","61","73.92","4","4509.12","2005-04-14","Shipped","2","4","2005","Classic Cars","77","S18_1889","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Medium"
"10419","39","83.93","9","3273.27","2005-05-17","Shipped","2","5","2005","Classic Cars","77","S18_1889","Salzburg Collectables","6562-9555","Geislweg 14",\N,"Salzburg",\N,"5020","Austria","EMEA","Pipps","Georg","Medium"
"10122","31","100","1","4100.99","2003-05-08","Shipped","2","5","2003","Classic Cars","142","S18_1984","Marseille Mini Autos","91.24.4555","12, rue des Bouchers",\N,"Marseille",\N,"13008","France","EMEA","Lebihan","Laurence","Medium"
"10136","36","100","1","5274.72","2003-07-04","Shipped","3","7","2003","Classic Cars","142","S18_1984","Alpha Cognac","61.77.6555","1 rue Alsace-Lorraine",\N,"Toulouse",\N,"31000","France","EMEA","Roulet","Annette","Medium"
"10148","25","100","12","4232","2003-09-11","Shipped","3","9","2003","Classic Cars","142","S18_1984","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
"10240","37","100","2","5526.32","2004-04-13","Shipped","2","4","2004","Classic Cars","142","S18_1984","Osaka Souveniers Co.","+81 06 6342 5555","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",\N,"Osaka","Osaka","530-0003","Japan","Japan","Kentary","Mory","Medium"
"10253","33","100","4","4459.62","2004-06-01","Cancelled","2","6","2004","Classic Cars","142","S18_1984","UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",\N,"Liverpool",\N,"WX1 6LT","UK","EMEA","Devon","Elizabeth","Medium"
"10266","49","100","5","6203.4","2004-07-06","Shipped","3","7","2004","Classic Cars","142","S18_1984","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Medium"
"10278","29","100","5","3754.05","2004-08-06","Shipped","3","8","2004","Classic Cars","142","S18_1984","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Medium"
"10287","24","100","3","3516.48","2004-08-30","Shipped","3","8","2004","Classic Cars","142","S18_1984","Vida Sport, Ltd","0897-034555","Grenzacherweg 237",\N,"Gensve",\N,"1203","Switzerland","EMEA","Holz","Michael","Medium"
"10406","48","100","2","7169.28","2005-04-15","Disputed","2","4","2005","Classic Cars","142","S18_1984","Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",\N,"Kobenhavn",\N,"1734","Denmark","EMEA","Petersen","Jytte","Large"
"10419","34","100","4","4594.76","2005-05-17","Shipped","2","5","2005","Classic Cars","142","S18_1984","Salzburg Collectables","6562-9555","Geislweg 14",\N,"Salzburg",\N,"5020","Austria","EMEA","Pipps","Georg","Medium"
"10115","46","100","4","7381.16","2003-04-04","Shipped","2","4","2003","Classic Cars","163","S18_2238","Classic Legends Inc.","2125558493","5905 Pompton St.","Suite 750","NYC","NY","10022","USA",\N,"Hernandez","Maria","Large"
"10127","45","100","10","7146.9","2003-06-03","Shipped","2","6","2003","Classic Cars","163","S18_2238","Muscle Machine Inc","2125557413","4092 Furth Circle","Suite 400","NYC","NY","10022","USA",\N,"Young","Jeff","Large"
"10141","39","100","4","5938.53","2003-08-01","Shipped","3","8","2003","Classic Cars","163","S18_2238","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",\N,"Espoo",\N,"FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
"10151","43","100","2","7110.91","2003-09-21","Shipped","3","9","2003","Classic Cars","163","S18_2238","Oulu Toy Supplies, Inc.","981-443655","Torikatu 38",\N,"Oulu",\N,"90110","Finland","EMEA","Koskitalo","Pirkko","Large"
"10246","40","100","4","6549.2","2004-05-05","Shipped","2","5","2004","Classic Cars","163","S18_2238","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10259","30","100","3","5697.9","2004-06-15","Shipped","2","6","2004","Classic Cars","163","S18_2238","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Medium"
"10271","50","100","4","9169","2004-07-20","Shipped","3","7","2004","Classic Cars","163","S18_2238","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Large"
"10282","23","100","13","3238.63","2004-08-20","Shipped","3","8","2004","Classic Cars","163","S18_2238","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Medium"
"10292","26","100","7","4554.94","2004-09-08","Shipped","3","9","2004","Classic Cars","163","S18_2238","Land of Toys Inc.","2125557818","897 Long Airport Avenue",\N,"NYC","NY","10022","USA",\N,"Yu","Kwai","Medium"
"10412","41","100","4","6712.93","2005-05-03","Shipped","2","5","2005","Classic Cars","163","S18_2238","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10425","28","100","3","5318.04","2005-05-31","In Process","2","5","2005","Classic Cars","163","S18_2238","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Medium"
"10124","42","53.88","5","2262.96","2003-05-21","Shipped","2","5","2003","Vintage Cars","60","S18_2248","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Small"
"10149","24","62.36","10","1496.64","2003-09-12","Shipped","3","9","2003","Vintage Cars","60","S18_2248","Signal Collectibles Ltd.","4155554312","2793 Furth Circle",\N,"Brisbane","CA","94217","USA",\N,"Taylor","Sue","Small"
"10241","33","72.65","1","2397.45","2004-04-13","Shipped","2","4","2004","Vintage Cars","60","S18_2248","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Small"
"10280","25","62.96","15","1574","2004-08-17","Shipped","3","8","2004","Vintage Cars","60","S18_2248","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Small"
"10288","28","61.75","4","1729","2004-09-01","Shipped","3","9","2004","Vintage Cars","60","S18_2248","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10407","42","72.65","1","3051.3","2005-04-22","On Hold","2","4","2005","Vintage Cars","60","S18_2248","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Medium"
"10420","36","63.57","4","2288.52","2005-05-29","In Process","2","5","2005","Vintage Cars","60","S18_2248","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
"10114","39","100","3","4164.42","2003-04-01","Shipped","2","4","2003","Trucks and Buses","122","S18_2319","La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",\N,"Paris",\N,"75012","France","EMEA","Bertrand","Marie","Medium"
"10127","45","100","14","6295.95","2003-06-03","Shipped","2","6","2003","Trucks and Buses","122","S18_2319","Muscle Machine Inc","2125557413","4092 Furth Circle","Suite 400","NYC","NY","10022","USA",\N,"Young","Jeff","Medium"
"10141","47","100","8","6287.66","2003-08-01","Shipped","3","8","2003","Trucks and Buses","122","S18_2319","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",\N,"Espoo",\N,"FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
"10151","49","100","6","5412.54","2003-09-21","Shipped","3","9","2003","Trucks and Buses","122","S18_2319","Oulu Toy Supplies, Inc.","981-443655","Torikatu 38",\N,"Oulu",\N,"90110","Finland","EMEA","Koskitalo","Pirkko","Medium"
"10246","22","98.18","8","2159.96","2004-05-05","Shipped","2","5","2004","Trucks and Buses","122","S18_2319","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10259","34","99.41","7","3379.94","2004-06-15","Shipped","2","6","2004","Trucks and Buses","122","S18_2319","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Medium"
"10271","50","100","8","5093.5","2004-07-20","Shipped","3","7","2004","Trucks and Buses","122","S18_2319","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Medium"
"10281","48","100","4","5773.44","2004-08-19","Shipped","3","8","2004","Trucks and Buses","122","S18_2319","Diecast Classics Inc.","2155551555","7586 Pompton St.",\N,"Allentown","PA","70267","USA",\N,"Yu","Kyung","Medium"
"10292","41","100","11","4528.86","2004-09-08","Shipped","3","9","2004","Trucks and Buses","122","S18_2319","Land of Toys Inc.","2125557818","897 Long Airport Avenue",\N,"NYC","NY","10022","USA",\N,"Yu","Kwai","Medium"
"10412","56","98.18","8","5498.08","2005-05-03","Shipped","2","5","2005","Trucks and Buses","122","S18_2319","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10425","38","99.41","7","3777.58","2005-05-31","In Process","2","5","2005","Trucks and Buses","122","S18_2319","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Medium"
"10124","42","100","3","4431.84","2003-05-21","Shipped","2","5","2003","Vintage Cars","127","S18_2325","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Medium"
"10149","33","100","8","4950.33","2003-09-12","Shipped","3","9","2003","Vintage Cars","127","S18_2325","Signal Collectibles Ltd.","4155554312","2793 Furth Circle",\N,"Brisbane","CA","94217","USA",\N,"Taylor","Sue","Medium"
"10243","47","100","2","6154.18","2004-04-26","Shipped","2","4","2004","Vintage Cars","127","S18_2325","Diecast Collectables","6175552555","6251 Ingle Ln.",\N,"Boston","MA","51003","USA",\N,"Franco","Valarie","Medium"
"10280","37","100","13","4750.8","2004-08-17","Shipped","3","8","2004","Vintage Cars","127","S18_2325","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Medium"
"10288","31","100","2","3822.92","2004-09-01","Shipped","3","9","2004","Vintage Cars","127","S18_2325","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Medium"
"10409","6","100","2","785.64","2005-04-23","Shipped","2","4","2005","Vintage Cars","127","S18_2325","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10420","45","100","2","4977","2005-05-29","In Process","2","5","2005","Vintage Cars","127","S18_2325","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
"10114","45","68.67","6","3090.15","2003-04-01","Shipped","2","4","2003","Trucks and Buses","60","S18_2432","La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",\N,"Paris",\N,"75012","France","EMEA","Bertrand","Marie","Medium"
"10126","43","65.02","2","2795.86","2003-05-28","Shipped","2","5","2003","Trucks and Buses","60","S18_2432","Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",\N,"Madrid",\N,"28023","Spain","EMEA","Sommer","Mart¡n","Small"
"10140","46","61.99","2","2851.54","2003-07-24","Shipped","3","7","2003","Trucks and Buses","60","S18_2432","Technics Stores Inc.","6505556809","9408 Furth Circle",\N,"Burlingame","CA","94217","USA",\N,"Hirano","Juri","Small"
"10151","39","69.28","9","2701.92","2003-09-21","Shipped","3","9","2003","Trucks and Buses","60","S18_2432","Oulu Toy Supplies, Inc.","981-443655","Torikatu 38",\N,"Oulu",\N,"90110","Finland","EMEA","Koskitalo","Pirkko","Small"
"10246","30","61.99","11","1859.7","2004-05-05","Shipped","2","5","2004","Trucks and Buses","60","S18_2432","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10259","30","49.22","10","1476.6","2004-06-15","Shipped","2","6","2004","Trucks and Buses","60","S18_2432","Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor","Singapore",\N,"69045","Singapore","APAC","Victorino","Wendy","Small"
"10271","25","69.28","11","1732","2004-07-20","Shipped","3","7","2004","Trucks and Buses","60","S18_2432","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Small"
"10281","29","57.73","7","1674.17","2004-08-19","Shipped","3","8","2004","Trucks and Buses","60","S18_2432","Diecast Classics Inc.","2155551555","7586 Pompton St.",\N,"Allentown","PA","70267","USA",\N,"Yu","Kyung","Small"
"10291","26","57.73","2","1500.98","2004-09-08","Shipped","3","9","2004","Trucks and Buses","60","S18_2432","Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",\N,"Boras",\N,"S-844 67","Sweden","EMEA","Larsson","Maria","Small"
"10412","47","61.99","11","2913.53","2005-05-03","Shipped","2","5","2005","Trucks and Buses","60","S18_2432","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10425","19","49.22","10","935.18","2005-05-31","In Process","2","5","2005","Trucks and Buses","60","S18_2432","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10120","29","71.81","8","2082.49","2003-04-29","Shipped","2","4","2003","Planes","84","S18_2581","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Small"
"10133","49","69.27","3","3394.23","2003-06-27","Shipped","2","6","2003","Planes","84","S18_2581","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10145","30","85.32","14","2559.6","2003-08-25","Shipped","3","8","2003","Planes","84","S18_2581","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Small"
"10235","24","76.03","3","1824.72","2004-04-02","Shipped","2","4","2004","Planes","84","S18_2581","Royal Canadian Collectables, Ltd.","(604) 555-4555","23 Tsawassen Blvd.",\N,"Tsawassen","BC","T2F 8M4","Canada",\N,"Lincoln","Elizabeth","Small"
"10250","27","98.84","4","2668.68","2004-05-11","Shipped","2","5","2004","Planes","84","S18_2581","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Small"
"10263","33","86.17","10","2843.61","2004-06-28","Shipped","2","6","2004","Planes","84","S18_2581","Gift Depot Inc.","2035552570","25593 South Bay Ln.",\N,"Bridgewater","CT","97562","USA",\N,"King","Julie","Small"
"10275","35","90.39","9","3163.65","2004-07-23","Shipped","3","7","2004","Planes","84","S18_2581","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Medium"
"10284","31","71.81","1","2226.11","2004-08-21","Shipped","3","8","2004","Planes","84","S18_2581","Norway Gifts By Mail, Co.","+47 2212 1555","Drammensveien 126 A, PB 744 Sentrum",\N,"Oslo",\N,"N 0106","Norway","EMEA","Klaeboe","Jan","Small"
"10297","25","82.79","4","2069.75","2004-09-16","Shipped","3","9","2004","Planes","84","S18_2581","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin",\N,"2","Ireland","EMEA","Cassidy","Dean","Small"
"10401","42","76.03","3","3193.26","2005-04-03","On Hold","2","4","2005","Planes","84","S18_2581","Tekni Collectables Inc.","2015559350","7476 Moss Rd.",\N,"Newark","NJ","94019","USA",\N,"Brown","William","Medium"
"10416","15","98.84","4","1482.6","2005-05-10","Shipped","2","5","2005","Planes","84","S18_2581","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Small"
"10120","46","58.15","4","2674.9","2003-04-29","Shipped","2","4","2003","Motorcycles","60","S18_2625","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Small"
"10134","30","61.78","6","1853.4","2003-07-01","Shipped","3","7","2003","Motorcycles","60","S18_2625","Lyon Souveniers","+33 1 46 62 7555","27 rue du Colonel Pierre Avia",\N,"Paris",\N,"75508","France","EMEA","Da Cunha","Daniel","Small"
"10145","30","49.67","10","1490.1","2003-08-25","Shipped","3","8","2003","Motorcycles","60","S18_2625","Toys4GrownUps.com","6265557265","78934 Hillside Dr.",\N,"Pasadena","CA","90003","USA",\N,"Young","Julie","Small"
"10236","23","55.72","2","1281.56","2004-04-03","Shipped","2","4","2004","Motorcycles","60","S18_2625","Motor Mint Distributors Inc.","2155559857","11328 Douglas Av.",\N,"Philadelphia","PA","71270","USA",\N,"Hernandez","Rosa","Small"
"10251","29","61.18","6","1774.22","2004-05-18","Shipped","2","5","2004","Motorcycles","60","S18_2625","Tekni Collectables Inc.","2015559350","7476 Moss Rd.",\N,"Newark","NJ","94019","USA",\N,"Brown","William","Small"
"10263","34","58.75","6","1997.5","2004-06-28","Shipped","2","6","2004","Motorcycles","60","S18_2625","Gift Depot Inc.","2035552570","25593 South Bay Ln.",\N,"Bridgewater","CT","97562","USA",\N,"King","Julie","Small"
"10275","37","63.6","5","2353.2","2004-07-23","Shipped","3","7","2004","Motorcycles","60","S18_2625","La Rochelle Gifts","40.67.8555","67, rue des Cinquante Otages",\N,"Nantes",\N,"44000","France","EMEA","Labrune","Janine","Small"
"10285","20","49.06","10","981.2","2004-08-27","Shipped","3","8","2004","Motorcycles","60","S18_2625","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.",\N,"Cambridge","MA","51247","USA",\N,"Hernandez","Marta","Small"
"10298","32","48.46","2","1550.72","2004-09-27","Shipped","3","9","2004","Motorcycles","60","S18_2625","Atelier graphique","40.32.2555","54, rue Royale",\N,"Nantes",\N,"44000","France","EMEA","Schmitt","Carine","Small"
"10402","55","55.72","2","3064.6","2005-04-07","Shipped","2","4","2005","Motorcycles","60","S18_2625","Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",\N,"Paris",\N,"75016","France","EMEA","Perrier","Dominique","Medium"
"10417","36","61.18","6","2202.48","2005-05-13","Disputed","2","5","2005","Motorcycles","60","S18_2625","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Small"
"10125","34","100","2","6483.46","2003-05-21","Shipped","2","5","2003","Vintage Cars","168","S18_2795","Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3","Melbourne","Victoria","3004","Australia","APAC","Ferguson","Peter","Medium"
"10139","41","100","8","7956.46","2003-07-16","Shipped","3","7","2003","Vintage Cars","168","S18_2795","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Large"
"10149","23","100","5","4230.62","2003-09-12","Shipped","3","9","2003","Vintage Cars","168","S18_2795","Signal Collectibles Ltd.","4155554312","2793 Furth Circle",\N,"Brisbane","CA","94217","USA",\N,"Taylor","Sue","Medium"
"10244","43","100","8","5950.34","2004-04-29","Shipped","2","4","2004","Vintage Cars","168","S18_2795","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10255","24","100","1","3726","2004-06-04","Shipped","2","6","2004","Vintage Cars","168","S18_2795","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Medium"
"10280","22","100","10","4455","2004-08-17","Shipped","3","8","2004","Vintage Cars","168","S18_2795","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Medium"
"10289","43","100","3","8272.34","2004-09-03","Shipped","3","9","2004","Vintage Cars","168","S18_2795","Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",\N,"Bergen",\N,"N 5804","Norway","EMEA","Oeztan","Veysel","Large"
"10421","35","100","1","5433.75","2005-05-29","In Process","2","5","2005","Vintage Cars","168","S18_2795","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.",\N,"San Rafael","CA","97562","USA",\N,"Nelson","Valarie","Medium"
"10123","46","100","3","5161.2","2003-05-20","Shipped","2","5","2003","Classic Cars","132","S18_2870","Atelier graphique","40.32.2555","54, rue Royale",\N,"Nantes",\N,"44000","France","EMEA","Schmitt","Carine","Medium"
"10137","37","100","3","4346.76","2003-07-10","Shipped","3","7","2003","Classic Cars","132","S18_2870","Reims Collectables","26.47.1555","59 rue de l'Abbaye",\N,"Reims",\N,"51100","France","EMEA","Henriot","Paul","Medium"
"10148","27","100","10","3528.36","2003-09-11","Shipped","3","9","2003","Classic Cars","132","S18_2870","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
"10241","44","100","12","6853.44","2004-04-13","Shipped","2","4","2004","Classic Cars","132","S18_2870","Mini Caravy","88.60.1555","24, place Kluber",\N,"Strasbourg",\N,"67000","France","EMEA","Citeaux","Frederique","Medium"
"10253","37","100","2","5177.04","2004-06-01","Cancelled","2","6","2004","Classic Cars","132","S18_2870","UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",\N,"Liverpool",\N,"WX1 6LT","UK","EMEA","Devon","Elizabeth","Medium"
"10266","20","100","3","2824.8","2004-07-06","Shipped","3","7","2004","Classic Cars","132","S18_2870","L'ordine Souveniers","0522-556555","Strada Provinciale 124",\N,"Reggio Emilia",\N,"42100","Italy","EMEA","Moroni","Maurizio","Small"
"10278","39","100","3","4324.32","2004-08-06","Shipped","3","8","2004","Classic Cars","132","S18_2870","Signal Gift Stores","7025551838","8489 Strong St.",\N,"Las Vegas","NV","83030","USA",\N,"King","Sue","Medium"
"10287","44","100","1","5052.96","2004-08-30","Shipped","3","8","2004","Classic Cars","132","S18_2870","Vida Sport, Ltd","0897-034555","Grenzacherweg 237",\N,"Gensve",\N,"1203","Switzerland","EMEA","Holz","Michael","Medium"
"10407","41","100","12","6386.16","2005-04-22","On Hold","2","4","2005","Classic Cars","132","S18_2870","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Medium"
"10419","55","100","2","7695.6","2005-05-17","Shipped","2","5","2005","Classic Cars","132","S18_2870","Salzburg Collectables","6562-9555","Geislweg 14",\N,"Salzburg",\N,"5020","Austria","EMEA","Pipps","Georg","Large"
"10126","31","90.17","12","2795.27","2003-05-28","Shipped","2","5","2003","Vintage Cars","101","S18_2949","Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",\N,"Madrid",\N,"28023","Spain","EMEA","Sommer","Mart¡n","Small"
"10139","46","100","1","5545.76","2003-07-16","Shipped","3","7","2003","Vintage Cars","101","S18_2949","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
"10150","47","91.18","9","4285.46","2003-09-19","Shipped","3","9","2003","Vintage Cars","101","S18_2949","Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",\N,"Singapore",\N,"79903","Singapore","Japan","Natividad","Eric","Medium"
"10244","30","100","1","3525.6","2004-04-29","Shipped","2","4","2004","Vintage Cars","101","S18_2949","Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",\N,"Madrid",\N,"28034","Spain","EMEA","Freyre","Diego","Medium"
"10257","50","88.14","1","4407","2004-06-14","Shipped","2","6","2004","Vintage Cars","101","S18_2949","The Sharp Gifts Warehouse","4085553659","3086 Ingle Ln.",\N,"San Jose","CA","94217","USA",\N,"Frick","Sue","Medium"
"10270","31","96.24","10","2983.44","2004-07-19","Shipped","3","7","2004","Vintage Cars","101","S18_2949","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
"10280","46","100","3","5126.24","2004-08-17","Shipped","3","8","2004","Vintage Cars","101","S18_2949","Amica Models & Co.","011-4988555","Via Monte Bianco 34",\N,"Torino",\N,"10100","Italy","EMEA","Accorti","Paolo","Medium"
"10291","47","100","12","5713.79","2004-09-08","Shipped","3","9","2004","Vintage Cars","101","S18_2949","Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",\N,"Boras",\N,"S-844 67","Sweden","EMEA","Larsson","Maria","Medium"
"10423","10","88.14","1","881.4","2005-05-30","In Process","2","5","2005","Vintage Cars","101","S18_2949","Petit Auto","(02) 5554 67","Rue Joseph-Bens 532",\N,"Bruxelles",\N,"B-1180","Belgium","EMEA","Dewey","Catherine","Small"
"10126","46","73.7","14","3390.2","2003-05-28","Shipped","2","5","2003","Vintage Cars","62","S18_2957","Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",\N,"Madrid",\N,"28023","Spain","EMEA","Sommer","Mart¡n","Medium"
